wafer_id,mean,sd_within,standard_error,worst_site,shift_drop_worst,p_value,flagged
wf0160,636.288076923077,16.348899572863914,4.534368900567089,11,2.500410256410305,0.28967557416853423,False
wf0161,621.007,11.794095669726731,3.2710935911482717,3,1.9260833333333949,0.8317348870586987,False
wf0162,623.7836153846154,36.985674065639834,10.257980330866392,2,-6.022967948718019,1.0665221035866555e-10,True
wf0163,607.103846153846,11.859466372523928,3.2892241619827645,13,2.0109294871792827,0.825858850344168,False
wf0164,643.4795384615384,14.022343014010325,3.889098210704499,4,2.148538461538351,0.5784983366443817,False
wf0165,619.7320000000001,11.964829362204313,3.318446597508058,8,-2.1166666666665606,0.8161446988981933,False
wf0166,662.6657692307695,35.66174013597265,9.89078712557858,9,5.460352564102777,9.59804921007179e-10,True
wf0167,495.4221538461539,14.594470230456881,4.047777750318849,10,-2.0709294871794555,0.5037433665318081,False
wf0168,633.1461538461538,13.209036047633925,3.6635274437843317,1,1.7284038461538103,0.6811742384934258,False
wf0169,609.3599230769231,6.248223166916316,1.7329453083737516,4,-1.2165769230769001,0.9992900291766205,False
wf0170,636.743153846154,12.510121288022187,3.469683366633662,9,2.104570512820601,0.7612848628660708,False
wf0171,638.7611538461539,14.332303646228427,3.9750658224612376,4,2.824487179487278,0.538047049869083,False
wf0172,619.9906923076924,16.167035016686537,4.483928748068086,13,-1.9793910256410072,0.3096497911670372,False
wf0173,628.4661538461539,14.900605602044916,4.132684425664531,5,-2.5360961538460742,0.46393323570947753,False
wf0174,645.285076923077,11.978094119833486,3.322125579337949,7,1.730826923076961,0.8149006442965392,False
wf0175,627.914,7.762065747381083,2.1528096965927084,4,-1.1709166666666988,0.994001854945838,False
wf0176,613.6284615384614,10.897464052211015,3.0224127240594156,1,-2.115955128205428,0.9003266654880114,False
wf0177,648.0929230769232,12.054143115277398,3.343217775685684,11,2.015256410256484,0.8076782760958235,False
wf0178,633.7413846153845,9.954046376042772,2.7607557390129784,6,1.659717948717912,0.9489278860941286,False
wf0179,604.1439230769231,13.778374429164575,3.821433499761135,13,-2.3929102564102323,0.6100000433436679,False
wf0180,682.0988461538462,13.849190222092131,3.841074266877515,9,2.218762820512893,0.6009004977551073,False
wf0181,604.325076923077,41.74615947497752,11.578301426209869,12,6.111326923076945,1.6741000915509904e-14,True
wf0182,630.8414615384615,17.342749828172114,4.810013366386065,5,-3.352205128205128,0.19350296342647574,False
wf0183,603.2935384615384,17.211025616424806,4.773479643334142,8,2.989121794871835,0.2049138577878932,False
wf0184,630.9796153846154,41.20483905550104,11.428166154757706,13,6.43678205128208,4.8475661170911843e-14,True
wf0185,621.3140769230769,54.45925375523359,15.10427937215381,6,9.984076923076941,1.8757738262800536e-27,True
wf0186,621.9990769230769,12.515661125576083,3.4712198411227626,4,-1.9045897435897814,0.7606901722349989,False
wf0187,613.4403076923077,9.696486454592842,2.689321469528963,13,1.256141025641,0.95843683097866,False
wf0188,629.1136923076924,16.84238286973578,4.671236541371437,10,2.6071089743589937,0.23906064468191263,False
wf0189,767.4843846153847,13.064549823462865,3.623454175334567,4,2.5132179487179656,0.6985020758285854,False
wf0190,620.1507692307694,12.589715704718712,3.4917588859136592,13,1.859935897436003,0.7526730128572032,False
wf0191,620.2573076923077,13.024970277538799,3.6124767843892744,6,-2.1492756410256106,0.7031857340574633,False
wf0192,609.9659230769231,15.017692851331175,4.165158585741811,7,2.839673076923077,0.4488530224782369,False
wf0193,598.848923076923,10.873400537255579,3.0157387058255907,5,1.5185064102563501,0.9018579159540673,False
wf0194,612.2296923076923,13.193675046429224,3.6592670685931,6,-2.086391025641092,0.6830329508703523,False
wf0195,665.1683076923077,18.75973708675318,5.203014921577849,10,-3.23635897435895,0.09697346711703289,False
wf0196,645.2379999999999,14.135598896639166,3.920509740863439,7,2.5476666666667143,0.5637550281202635,False
wf0197,624.0576923076924,11.32901214717193,3.142102630537137,10,-1.7268910256409526,0.8701264304376906,False
wf0198,618.2238461538461,11.505768298598126,3.1911259664772005,7,2.2557628205127003,0.8562473107798148,False
wf0199,634.5653846153847,19.680020492614933,5.458255614485017,13,2.9548846153846853,0.057539594788376926,False
wf0200,631.4886153846153,8.59663168086259,2.38427664012525,8,1.094615384615281,0.984850018297067,False
