Date,Open,High,Low,Close,Adj Close,Volume
2020-03-04,135.059998,136.460007,132.179993,136.410004,134.694168,2854700
2020-03-05,132.009995,133.139999,128.750000,129.929993,128.295670,3150000
2020-03-06,125.750000,130.649994,123.790001,127.680000,126.707855,3886300
2020-03-09,120.400002,121.580002,113.849998,115.699997,114.819069,4048100
2020-03-10,120.139999,121.750000,113.870003,120.669998,119.751228,3564900
2020-03-11,117.389999,118.300003,108.529999,111.010002,110.164780,4746400
2020-03-12,103.199997,105.180000,96.199997,97.000000,96.261452,5156500
2020-03-13,102.459999,106.680000,96.000000,106.629997,105.818123,4273900
2020-03-16,92.000000,99.870003,90.489998,90.489998,89.801018,4417400
2020-03-17,92.900002,100.150002,88.690002,94.959999,94.236984,5548700
2020-03-18,90.389999,100.699997,89.800003,99.680000,98.921051,6997700
2020-03-19,98.849998,116.160004,97.370003,111.680000,110.829674,4646900
2020-03-20,113.879997,118.699997,106.589996,111.059998,110.214394,4479200
2020-03-23,110.940002,115.050003,107.250000,111.760002,110.909065,3933900
2020-03-24,118.000000,121.800003,115.430000,120.040001,119.126022,3014400
2020-03-25,121.360001,126.940002,114.930000,118.309998,117.409195,4133200
2020-03-26,119.360001,127.000000,119.010002,125.599998,124.643684,2713900
2020-03-27,120.050003,124.349998,116.000000,120.580002,119.661911,2619400
2020-03-30,122.379997,125.610001,119.250000,124.309998,123.363510,2281000
2020-03-31,122.500000,124.849998,119.260002,121.260002,120.336739,2643800
2020-04-01,116.010002,118.750000,112.300003,113.480003,112.615974,2569600
2020-04-02,112.529999,117.300003,111.589996,116.639999,115.751915,2336100
2020-04-03,115.239998,116.000000,107.690002,109.220001,108.388405,3205200
2020-04-06,113.040001,119.809998,113.010002,119.019997,118.113785,3512600
2020-04-07,124.910004,125.480003,115.750000,115.949997,115.067169,3189300
2020-04-08,123.000000,127.230003,119.919998,125.540001,124.584152,5576500
2020-04-09,129.610001,130.000000,120.160004,122.290001,121.358894,4750500
2020-04-13,125.190002,125.190002,121.739998,123.529999,122.589455,2821800
2020-04-14,125.739998,126.980003,122.050003,125.080002,124.127655,3084200
2020-04-15,121.690002,121.690002,118.150002,119.900002,118.987091,2945000
2020-04-16,119.730003,121.000000,117.120003,119.080002,118.173332,2238700
2020-04-17,121.000000,124.959999,120.730003,124.849998,123.899399,2464000
2020-04-20,122.529999,125.669998,121.830002,122.639999,121.706230,2242000
2020-04-21,120.629997,122.180000,119.620003,120.480003,119.562675,1605600
2020-04-22,122.519997,122.970001,118.449997,118.540001,117.637444,2085800
2020-04-23,118.639999,122.419998,118.500000,120.879997,119.959625,2021100
2020-04-24,121.410004,123.190002,119.480003,123.059998,122.123024,2111600
2020-04-27,124.160004,128.500000,122.320000,127.290001,126.320824,2395900
2020-04-28,129.809998,129.889999,125.160004,127.739998,126.767395,2738700
2020-04-29,130.000000,131.800003,128.460007,129.479996,128.494141,2172500
2020-04-30,127.930000,127.930000,125.750000,126.769997,125.804779,1969700
2020-05-01,124.519997,124.559998,117.500000,118.199997,117.300026,3141800
2020-05-04,117.120003,117.559998,114.610001,115.849998,114.967926,2410400
2020-05-05,117.830002,120.120003,117.129997,117.669998,116.774071,1703100
2020-05-06,118.889999,119.419998,115.080002,115.120003,114.243484,1917100
2020-05-07,116.940002,118.870003,116.150002,116.739998,115.851151,1842100
2020-05-08,118.250000,120.889999,118.180000,120.440002,119.522980,1771700
2020-05-11,118.389999,119.370003,116.279999,117.559998,116.664909,1863500
2020-05-12,118.000000,118.110001,113.080002,113.139999,112.278557,1979400
2020-05-13,113.080002,113.150002,108.250000,109.339996,108.507492,2905900
2020-05-14,107.360001,109.180000,103.400002,109.110001,108.279243,3254700
2020-05-15,107.540001,108.959999,106.250000,107.519997,106.701347,2940000
2020-05-18,113.489998,120.000000,112.790001,119.190002,118.282501,3603900
2020-05-19,119.000000,119.400002,114.650002,114.790001,113.916000,2484600
2020-05-20,116.800003,119.480003,115.830002,117.010002,116.119095,2604100
2020-05-21,116.580002,118.430000,115.529999,115.769997,114.888527,1740300
2020-05-22,115.750000,117.559998,114.919998,117.000000,116.109169,2245900
2020-05-26,122.989998,126.739998,122.010002,124.809998,123.859703,3823000
2020-05-27,128.000000,130.779999,125.500000,130.429993,129.436905,3203000
2020-05-28,131.000000,133.910004,129.300003,131.149994,130.151428,3238000
2020-05-29,130.190002,130.889999,126.440002,130.559998,129.565933,3410100
2020-06-01,129.050003,130.460007,127.459999,129.710007,128.722412,1990300
2020-06-02,130.830002,134.589996,130.710007,134.199997,133.178207,2522000
2020-06-03,137.000000,139.880005,136.529999,138.080002,137.028671,2728800
2020-06-04,137.300003,139.250000,135.649994,139.210007,138.150070,2001300
2020-06-05,143.000000,145.770004,142.000000,142.210007,141.127228,3583900
2020-06-08,144.940002,149.990005,144.139999,149.380005,148.242645,2709900
2020-06-09,145.880005,145.929993,142.100006,144.690002,143.588348,2253100
2020-06-10,144.000000,144.410004,140.320007,140.399994,139.330994,2079600
2020-06-11,133.949997,134.470001,127.809998,128.809998,127.829239,4389300
2020-06-12,134.589996,135.000000,129.139999,132.720001,131.709488,2271700
2020-06-15,128.419998,134.630005,127.290001,133.679993,132.662155,1835300
2020-06-16,138.149994,139.369995,133.000000,135.539993,134.507996,1651800
2020-06-17,136.710007,137.399994,134.869995,135.660004,134.627106,1214400
2020-06-18,134.919998,139.339996,134.500000,138.389999,137.336304,2416200
2020-06-19,140.759995,140.880005,135.619995,137.630005,136.582092,2828500
